course_id	lesson_id	source_step_id	parent_source_step_id	action	kind	order	ru	thai	phonetic	tip	scenario	lifehack_or_glitch	qa_status
course_s_5	course_s_5_l1	NEW_course_s_5_remaining_03	NEW_course_s_5_remaining_03	add	phrase	13	Не сейчас	ตอนนี้ไม่สะดวกครับ	tonnimaisaduakkhráp	Clear but soft boundary.			native_review_required
course_s_5	course_s_5_l1	NEW_course_s_5_remaining_04	NEW_course_s_5_remaining_04	add	phrase	14	Ты серьёзно?	จริงจังไหมครับ	chringchangmaikhráp	Check intent before assuming.			native_review_required
course_s_6	course_s_6_l1	NEW_course_s_6_remaining_01	NEW_course_s_6_remaining_01	add	phrase	8	Стой!	หยุดนะ	yutna	Child-facing safety command.			native_review_required
course_s_6	course_s_6_l1	NEW_course_s_6_remaining_02	NEW_course_s_6_remaining_02	add	phrase	9	Держи меня за руку	จับมือไว้	chapmuewai	Direct safety action.			native_review_required
course_s_6	course_s_6_l1	NEW_course_s_6_remaining_03	NEW_course_s_6_remaining_03	add	phrase	10	Молодец!	เก่งมาก	kengmak	Short praise.			native_review_required
course_s_6	course_s_6_l1	NEW_course_s_6_remaining_04	NEW_course_s_6_remaining_04	add	phrase	11	Позови маму	เรียกแม่หน่อย	riakmaenoi	Keep parent или help phrase separate from food.			native_review_required
course_long_1	course_long_1_l1	NEW_course_long_1_remaining_01	NEW_course_long_1_remaining_01	add	phrase	10	Мне нужна запись на приём	ต้องการนัดหมายครับ	tongkannatmaikhrap	Administrative action first.			native_review_required
course_long_1	course_long_1_l1	NEW_course_long_1_remaining_02	NEW_course_long_1_remaining_02	add	phrase	11	Какой документ?	เอกสารอะไรครับ	eksanaraikhráp	Ask one missing document at a time.			native_review_required
course_long_1	course_long_1_l1	NEW_course_long_1_remaining_03	NEW_course_long_1_remaining_03	add	phrase	12	Нужна копия?	ต้องถ่ายสำเนาไหมครับ	tongthaisamnaomaikhráp	Confirm before making copies.			native_review_required
course_long_1	course_long_1_l1	NEW_course_long_1_remaining_04	NEW_course_long_1_remaining_04	add	phrase	13	Документы готовы?	เอกสารพร้อมหรือยังครับ	eksanphromrueyangkhráp	Ask status without legal interpretation.			native_review_required
course_long_5	course_long_5_l1	NEW_course_long_5_remaining_01	NEW_course_long_5_remaining_01	add	phrase	10	Можно тише?	เบาเสียงหน่อยได้ไหมครับ	baosiangnoidaimaikhráp	Condo или noise owner; repair stays elsewhere.			native_review_required
course_long_5	course_long_5_l1	NEW_course_long_5_remaining_02	NEW_course_long_5_remaining_02	add	phrase	11	Какое правило?	กฎข้อไหนครับ	kotkhonaikhráp	Ask for the specific rule.			native_review_required
course_long_5	course_long_5_l1	NEW_course_long_5_remaining_03	NEW_course_long_5_remaining_03	add	phrase	12	Собрание сегодня?	วันนี้มีประชุมไหมครับ	wan-níi mii bprà-chum mái khráp	Уточни, будет ли собрание сегодня.			native_review_required
course_long_5	course_long_5_l1	NEW_course_long_5_remaining_04	NEW_course_long_5_remaining_04	add	phrase	13	Я сообщу управляющему	จะแจ้งผู้จัดการครับ	chachaengphuchatkankhráp	Escalate calmly, not as a threat.			native_review_required
course_long_6	course_long_6_l1	NEW_course_long_6_remaining_01	NEW_course_long_6_remaining_01	add	phrase	10	Мне нужен ветеринар	ต้องการพบสัตวแพทย์ครับ	tongkanaphopsatphaetkhráp	Human doctor and pet vet stay separate.			native_review_required
course_long_6	course_long_6_l1	NEW_course_long_6_remaining_02	NEW_course_long_6_remaining_02	add	phrase	11	Он не ест	เขาไม่กินอาหารครับ	khaomaikinahankhráp	One symptom per card.			native_review_required
course_long_6	course_long_6_l1	NEW_course_long_6_remaining_03	NEW_course_long_6_remaining_03	add	phrase	12	Когда прививка?	ฉีดวัคซีนเมื่อไหร่ครับ	chitwaksinmuearaikhráp	Ask schedule separately.			native_review_required
course_long_6	course_long_6_l1	NEW_course_long_6_remaining_04	NEW_course_long_6_remaining_04	add	phrase	13	Можно с собакой?	พาสุนัขไปได้ไหมครับ	phasunakpaidaimaikhráp	Ask venue или travel policy before arrival.			native_review_required
course_long_7	course_long_7_l1	NEW_course_long_7_remaining_01	NEW_course_long_7_remaining_01	add	phrase	10	Я шучу	ล้อเล่นครับ	lolenkhráp	Signal intent explicitly.			native_review_required
course_long_7	course_long_7_l1	NEW_course_long_7_remaining_02	NEW_course_long_7_remaining_02	add	phrase	11	Не обижайся	อย่าโกรธนะครับ	yakontnakhráp	Use only after native register review.			native_review_required
course_long_7	course_long_7_l1	NEW_course_long_7_remaining_03	NEW_course_long_7_remaining_03	add	phrase	12	Я не понял шутку	ไม่เข้าใจมุกครับ	maikhaochaimukkhráp	Ask instead of pretending.			native_review_required
course_long_7	course_long_7_l1	NEW_course_long_7_remaining_04	NEW_course_long_7_remaining_04	add	phrase	13	Давайте о другом	เปลี่ยนเรื่องกันครับ	pelinrueangkankhráp	Exit an awkward joke safely.			native_review_required
